!|280|0.0008905625811048065
!!|1|3.1805806468028805e-06
!.|9|2.8625225821225924e-05
!.,.!|1|3.1805806468028805e-06
!..|1|3.1805806468028805e-06
!.C.|1|3.1805806468028805e-06
!1|8|2.5444645174423044e-05
!11|2|6.361161293605761e-06
!2|2|6.361161293605761e-06
!3|1|3.1805806468028805e-06
!4|1|3.1805806468028805e-06
!51|1|3.1805806468028805e-06
!;|1|3.1805806468028805e-06
!A|1|3.1805806468028805e-06
!L|1|3.1805806468028805e-06
!à|1|3.1805806468028805e-06
!eſſienrs|1|3.1805806468028805e-06
!i|1|3.1805806468028805e-06
!i!|2|6.361161293605761e-06
!l|3|9.54174194040864e-06
!l1!|1|3.1805806468028805e-06
!les|1|3.1805806468028805e-06
!¬|1|3.1805806468028805e-06
!’|1|3.1805806468028805e-06
!’--ai-1|1|3.1805806468028805e-06
"|1|3.1805806468028805e-06
"M|1|3.1805806468028805e-06
"Mais|1|3.1805806468028805e-06
"a|1|3.1805806468028805e-06
"m|2|6.361161293605761e-06
"tour,|1|3.1805806468028805e-06
#119“!-|1|3.1805806468028805e-06
#2:}th|1|3.1805806468028805e-06
$$$$WWWWWWWWWWWWWWWW¥W¥|1|3.1805806468028805e-06
$4Millc:|1|3.1805806468028805e-06
$ch|1|3.1805806468028805e-06
$§s$r¢a3ﬂ$ﬂ~$r¥u$e¢u¥ﬁa$$$$rﬁ|1|3.1805806468028805e-06
&|6499|0.02067059362357192
&!|3|9.54174194040864e-06
&&|1|3.1805806468028805e-06
&&a|1|3.1805806468028805e-06
&&es|1|3.1805806468028805e-06
&&s|1|3.1805806468028805e-06
&,|6|1.908348388081728e-05
&,.|1|3.1805806468028805e-06
&-|1|3.1805806468028805e-06
&-afin|1|3.1805806468028805e-06
&-de|1|3.1805806468028805e-06
&-les|1|3.1805806468028805e-06
&-paaaeenrs,|1|3.1805806468028805e-06
&-pour|1|3.1805806468028805e-06
&-que|1|3.1805806468028805e-06
&.|3|9.54174194040864e-06
&.....|1|3.1805806468028805e-06
&.ab|1|3.1805806468028805e-06
&6|1|3.1805806468028805e-06
&8|1|3.1805806468028805e-06
&:|3|9.54174194040864e-06
&:,|1|3.1805806468028805e-06
&;l’aez|1|3.1805806468028805e-06
&C|1|3.1805806468028805e-06
&Cie|1|3.1805806468028805e-06
&Cle|1|3.1805806468028805e-06
&Dom|1|3.1805806468028805e-06
&Ea|1|3.1805806468028805e-06
&Paçifie,¬|1|3.1805806468028805e-06
&Quidit|1|3.1805806468028805e-06
&S|2|6.361161293605761e-06
&V|2|6.361161293605761e-06
&a|3|9.54174194040864e-06
&aan,oijne¬|1|3.1805806468028805e-06
&aleu|1|3.1805806468028805e-06
&alue|1|3.1805806468028805e-06
&an|1|3.1805806468028805e-06
&antique,|1|3.1805806468028805e-06
&apr|1|3.1805806468028805e-06
&auec|1|3.1805806468028805e-06
&auroit|1|3.1805806468028805e-06
&autant|1|3.1805806468028805e-06
&aſu-ae|1|3.1805806468028805e-06
&aſſt|1|3.1805806468028805e-06
&à|1|3.1805806468028805e-06
&c|3|9.54174194040864e-06
&c.|5|1.59029032340144e-05
&ce|2|6.361161293605761e-06
&cette|1|3.1805806468028805e-06
&cootre|1|3.1805806468028805e-06
&c’eſt|1|3.1805806468028805e-06
&de|7|2.226406452762016e-05
&defenfas|1|3.1805806468028805e-06
&defit|1|3.1805806468028805e-06
&des|2|6.361161293605761e-06
&detrilteſſe,|1|3.1805806468028805e-06
&deſuitreabatru|1|3.1805806468028805e-06
&dire|1|3.1805806468028805e-06
&diuerſes|1|3.1805806468028805e-06
&dodouleur,|1|3.1805806468028805e-06
&donuaie|1|3.1805806468028805e-06
&dvn|1|3.1805806468028805e-06
&d’s|1|3.1805806468028805e-06
&d’vn|1|3.1805806468028805e-06
&e|87|0.00027671051627185057
&e.|3|9.54174194040864e-06
&e?|1|3.1805806468028805e-06
&ecomnme|1|3.1805806468028805e-06
&ee|1|3.1805806468028805e-06
&ei.|1|3.1805806468028805e-06
&elonne,|1|3.1805806468028805e-06
&emeſme|1|3.1805806468028805e-06
&enes|1|3.1805806468028805e-06
&enme|1|3.1805806468028805e-06
&eou|1|3.1805806468028805e-06
&eque|1|3.1805806468028805e-06
&ere|1|3.1805806468028805e-06
&eu|1|3.1805806468028805e-06
&euss|1|3.1805806468028805e-06
&feoient|1|3.1805806468028805e-06
&fit’prendre|1|3.1805806468028805e-06
&genereux|1|3.1805806468028805e-06
&gye|1|3.1805806468028805e-06
&halé|1|3.1805806468028805e-06
&idf:|1|3.1805806468028805e-06
&ie|1|3.1805806468028805e-06
&ienel|1|3.1805806468028805e-06
&ienfin|1|3.1805806468028805e-06
&igeoit|1|3.1805806468028805e-06
&ily|1|3.1805806468028805e-06
&iſ|1|3.1805806468028805e-06
&i’en|1|3.1805806468028805e-06
&l|3|9.54174194040864e-06
&la|4|1.2722322587211522e-05
&le|2|6.361161293605761e-06
&les|5|1.59029032340144e-05
&leſquels|1|3.1805806468028805e-06
&liai.|1|3.1805806468028805e-06
&lieurenant|1|3.1805806468028805e-06
&lt|1|3.1805806468028805e-06
&naus|1|3.1805806468028805e-06
&nbſtre|1|3.1805806468028805e-06
&ne|1|3.1805806468028805e-06
&nit|1|3.1805806468028805e-06
&nme|1|3.1805806468028805e-06
&non|1|3.1805806468028805e-06
&noy|1|3.1805806468028805e-06
&nſaiteauec|1|3.1805806468028805e-06
&o|2|6.361161293605761e-06
&ola|1|3.1805806468028805e-06
&ondé.|1|3.1805806468028805e-06
&os|1|3.1805806468028805e-06
&ou|1|3.1805806468028805e-06
&oulant|1|3.1805806468028805e-06
&p|1|3.1805806468028805e-06
&paoiagau¬|1|3.1805806468028805e-06
&par|2|6.361161293605761e-06
&pleine|1|3.1805806468028805e-06
&pour|1|3.1805806468028805e-06
&pourl’à¬|1|3.1805806468028805e-06
&prenant|1|3.1805806468028805e-06
&pr¬|1|3.1805806468028805e-06
&puias|1|3.1805806468028805e-06
&qil|1|3.1805806468028805e-06
&que|5|1.59029032340144e-05
&qu’eneote|1|3.1805806468028805e-06
&qu’il|1|3.1805806468028805e-06
&r|7|2.226406452762016e-05
&rne’que|1|3.1805806468028805e-06
&rsdef|1|3.1805806468028805e-06
&rund|1|3.1805806468028805e-06
&s|4|1.2722322587211522e-05
&s.|1|3.1805806468028805e-06
&sfaleilie|1|3.1805806468028805e-06
&sl|1|3.1805806468028805e-06
&s’il|1|3.1805806468028805e-06
&t|7|2.226406452762016e-05
&taelnes,|1|3.1805806468028805e-06
&u|2|6.361161293605761e-06
&vaincu|1|3.1805806468028805e-06
&vg|1|3.1805806468028805e-06
&vn|1|3.1805806468028805e-06
&voloçe4|1|3.1805806468028805e-06
&vous|1|3.1805806468028805e-06
&x|3|9.54174194040864e-06
&y4|1|3.1805806468028805e-06
&yr|1|3.1805806468028805e-06
&¬|4|1.2722322587211522e-05
&à|1|3.1805806468028805e-06
&é|1|3.1805806468028805e-06
&ſacré|1|3.1805806468028805e-06
&ſansremede|1|3.1805806468028805e-06
&ſaus|1|3.1805806468028805e-06
&ſe|1|3.1805806468028805e-06
&ſi|2|6.361161293605761e-06
&ſii|1|3.1805806468028805e-06
&ſon|2|6.361161293605761e-06
&ſouhaittez;|1|3.1805806468028805e-06
&ſtSire,|1|3.1805806468028805e-06
&ſubuenir|1|3.1805806468028805e-06
&ſuierte,|2|6.361161293605761e-06
&ſuiete,|1|3.1805806468028805e-06
&ſuiette,|1|3.1805806468028805e-06
&ſur|1|3.1805806468028805e-06
&’|3|9.54174194040864e-06
&’auare|1|3.1805806468028805e-06
&’de|1|3.1805806468028805e-06
&’deuant|1|3.1805806468028805e-06
&’eu|1|3.1805806468028805e-06
&’indigne|1|3.1805806468028805e-06
&’irr|1|3.1805806468028805e-06
&’l|1|3.1805806468028805e-06
&’que|1|3.1805806468028805e-06
&’ſous|1|3.1805806468028805e-06
'|43|0.00013676496781252385
',|1|3.1805806468028805e-06
'01:,|1|3.1805806468028805e-06
'11|1|3.1805806468028805e-06
'11:):|1|3.1805806468028805e-06
'5&&&&&$&$&&&$&&a&&&|1|3.1805806468028805e-06
'Enncmis.|1|3.1805806468028805e-06
'Iircidu|1|3.1805806468028805e-06
'Ln'qnmmenccmcﬂtdc'|1|3.1805806468028805e-06
