!|1|0.005235602094240838
&|3|0.015706806282722512
&S|1|0.005235602094240838
.|2|0.010471204188481676
..!|1|0.005235602094240838
..¬|1|0.005235602094240838
.i¬lleba|1|0.005235602094240838
.¬.:..|1|0.005235602094240838
1|5|0.02617801047120419
1,|1|0.005235602094240838
19|1|0.005235602094240838
1:11.|1|0.005235602094240838
1L|2|0.010471204188481676
2|1|0.005235602094240838
3|1|0.005235602094240838
4|1|0.005235602094240838
7|1|0.005235602094240838
8|1|0.005235602094240838
A|1|0.005235602094240838
A.|1|0.005235602094240838
Apres|1|0.005235602094240838
Articles|1|0.005235602094240838
A¬¬|1|0.005235602094240838
Bordeaux|1|0.005235602094240838
CONSEILLER|1|0.005235602094240838
COVR|1|0.005235602094240838
DDLL?|1|0.005235602094240838
DE|1|0.005235602094240838
DV|1|0.005235602094240838
Donoeo|1|0.005235602094240838
EN|1|0.005235602094240838
France|1|0.005235602094240838
GooQle|1|0.005235602094240838
I|2|0.010471204188481676
IL|1|0.005235602094240838
L|2|0.010471204188481676
Les|1|0.005235602094240838
MONSIEVR|2|0.010471204188481676
Monarchie,|1|0.005235602094240838
Mosev.|1|0.005235602094240838
P|1|0.005235602094240838
PARLEMENT.|1|0.005235602094240838
R|1|0.005235602094240838
R.|1|0.005235602094240838
ROY|1|0.005235602094240838
SA|1|0.005235602094240838
Siecle,|1|0.005235602094240838
Sraitear,|1|0.005235602094240838
T1|1|0.005235602094240838
V|1|0.005235602094240838
Vous|1|0.005235602094240838
V’oflre|1|0.005235602094240838
a|1|0.005235602094240838
abregé|1|0.005235602094240838
actons|1|0.005235602094240838
aheyſſant|1|0.005235602094240838
amensa|1|0.005235602094240838
ariſtrature|1|0.005235602094240838
auec|1|0.005235602094240838
auez|1|0.005235602094240838
aujourd’huy|1|0.005235602094240838
auoir|1|0.005235602094240838
ayez|1|0.005235602094240838
aà|1|0.005235602094240838
aſez|1|0.005235602094240838
bel|1|0.005235602094240838
com|1|0.005235602094240838
comme|1|0.005235602094240838
creu|1|0.005235602094240838
cœurs|1|0.005235602094240838
dans|1|0.005235602094240838
de|7|0.03664921465968586
des|5|0.02617801047120419
doſon|1|0.005235602094240838
d’hon¬|1|0.005235602094240838
eaett|1|0.005235602094240838
en|2|0.010471204188481676
entrepris|1|0.005235602094240838
erer¬|1|0.005235602094240838
eſpritcét|1|0.005235602094240838
eſtably|1|0.005235602094240838
eſtimer|1|0.005235602094240838
fait|1|0.005235602094240838
grands|1|0.005235602094240838
hommesde|1|0.005235602094240838
ie|1|0.005235602094240838
il|1|0.005235602094240838
illuſtres|1|0.005235602094240838
inuiolables|1|0.005235602094240838
i’ay|1|0.005235602094240838
l|1|0.005235602094240838
la|7|0.03664921465968586
laiſſer|1|0.005235602094240838
le|1|0.005235602094240838
les|2|0.010471204188481676
leſuis,|1|0.005235602094240838
luſtice|1|0.005235602094240838
l’Ormée|1|0.005235602094240838
l’obliger|1|0.005235602094240838
l’union|1|0.005235602094240838
l’vn|1|0.005235602094240838
marques|1|0.005235602094240838
maxime|1|0.005235602094240838
me|1|0.005235602094240838
ne|1|0.005235602094240838
neur,|1|0.005235602094240838
nn|1|0.005235602094240838
nom|1|0.005235602094240838
noſtte|1|0.005235602094240838
oalica|1|0.005235602094240838
oracle.|1|0.005235602094240838
ortraicts|1|0.005235602094240838
or¬|1|0.005235602094240838
perſu|1|0.005235602094240838
pesples|1|0.005235602094240838
plus|4|0.020942408376963352
pour|1|0.005235602094240838
pourroisluy|1|0.005235602094240838
poſterité́|1|0.005235602094240838
que|4|0.020942408376963352
quelques|1|0.005235602094240838
r|2|0.010471204188481676
rcrr|1|0.005235602094240838
regarde|1|0.005235602094240838
repreſenter|1|0.005235602094240838
riches|1|0.005235602094240838
s.|1|0.005235602094240838
sde|1|0.005235602094240838
tant|1|0.005235602094240838
tee’&o?|1|0.005235602094240838
toute|2|0.010471204188481676
tres-humble|1|0.005235602094240838
vie|1|0.005235602094240838
ville|1|0.005235602094240838
voix|1|0.005235602094240838
vous|1|0.005235602094240838
voſtres.|1|0.005235602094240838
vs|1|0.005235602094240838
¬|2|0.010471204188481676
¬.|2|0.010471204188481676
¬..2|1|0.005235602094240838
à|1|0.005235602094240838
éclatter|1|0.005235602094240838
ſa|1|0.005235602094240838
ſainctes|1|0.005235602094240838
ſes|1|0.005235602094240838
ſi|1|0.005235602094240838
ſon|2|0.010471204188481676
ſont|1|0.005235602094240838
ſouueraine|1|0.005235602094240838
ſubjet|1|0.005235602094240838
